,Year,CO2 (ppmv),CH4 Concentration (PPBV),EDC_Temp,ML_CO2Mean,ML_CH4Mean,IrishMeanTempDegreesC,AnnualMean_AirTemp,AnnualAnomaly_AirTemp,AnnualMean_WaterTemp,AnnualAnomaly_WaterTemp,FiveYearMean_AirTemp,FiveYearAnomaly_AirTemp,FiveYearMean_WaterTemp,FiveYearAnomaly_WaterTemp
6649,-488076,252.8,,,,,,,,,,,,,
6650,-488388,,,-2.44,,,,,,,,,,,
6651,-488544,249.3,,,,,,,,,,,,,
6652,-488751,,,-2.81,,,,,,,,,,,
6653,-488783,242.6,,,,,,,,,,,,,
6654,-489126,,,-3.03,,,,,,,,,,,
6655,-489501,243.3,,,,,,,,,,,,,
6656,-489506,,,-3.25,,,,,,,,,,,
6657,-489895,,,-3.25,,,,,,,,,,,
6658,-490204,246.7,,,,,,,,,,,,,
6659,-490284,,,-3.42,,,,,,,,,,,
6660,-490678,,,-3.42,,,,,,,,,,,
6661,-490913,243.7,,,,,,,,,,,,,
6662,-491072,,,-3.5,,,,,,,,,,,
6663,-491466,,,-3.23,,,,,,,,,,,
6664,-491643,239.7,,,,,,,,,,,,,
6665,-491852,,,-3.93,,,,,,,,,,,
6666,-492258,,,-3.75,,,,,,,,,,,
6667,-492350,239.1,,,,,,,,,,,,,
6668,-492650,,,-3.78,,,,,,,,,,,
6669,-493051,,,-3.78,,,,,,,,,,,
6670,-493074,238.3,,,,,,,,,,,,,
6671,-493451,,,-3.79,,,,,,,,,,,
6672,-493775,238.5,,,,,,,,,,,,,
6673,-493850,,,-3.58,,,,,,,,,,,
6674,-494240,,,-3.74,,,,,,,,,,,
6675,-494494,237.6,,,,,,,,,,,,,
6676,-494634,,,-3.78,,,,,,,,,,,
6677,-495028,,,-3.97,,,,,,,,,,,
6678,-495237,236.4,,,,,,,,,,,,,
6679,-495426,,,-3.66,,,,,,,,,,,
6680,-495812,,,-3.97,,,,,,,,,,,
6681,-496015,236.5,,,,,,,,,,,,,
6682,-496207,,,-3.83,,,,,,,,,,,
6683,-496595,,,-3.93,,,,,,,,,,,
6684,-496787,232.8,,,,,,,,,,,,,
6685,-496984,,,-3.77,,,,,,,,,,,
6686,-497366,,,-3.72,,,,,,,,,,,
6687,-497576,230.6,,,,,,,,,,,,,
6688,-497744,,,-4.3,,,,,,,,,,,
6689,-498140,,,-4.25,,,,,,,,,,,
6690,-498354,230.8,,,,,,,,,,,,,
6691,-498532,,,-4.31,,,,,,,,,,,
6692,-498925,,,-4.41,,,,,,,,,,,
6693,-499133,228.2,,,,,,,,,,,,,
6694,-499319,,,-4.45,,,,,,,,,,,
6695,-499713,,,-4.81,,,,,,,,,,,
6696,-499911,230.8,,,,,,,,,,,,,
6697,-500117,,,-4.16,,,,,,,,,,,
6698,-500496,,,-4.43,,,,,,,,,,,
6699,-500687,231.2,,,,,,,,,,,,,
6700,-500882,,,-4.45,,,,,,,,,,,
6701,-501267,,,-4.37,,,,,,,,,,,
6702,-501468,232.0,,,,,,,,,,,,,
6703,-501646,,,-4.21,,,,,,,,,,,
6704,-502018,,,-4.46,,,,,,,,,,,
6705,-502227,232.2,,,,,,,,,,,,,
6706,-502396,,,-4.0,,,,,,,,,,,
6707,-502758,,,-4.4,,,,,,,,,,,
6708,-502961,234.1,,,,,,,,,,,,,
6709,-503130,,,-5.04,,,,,,,,,,,
6710,-503524,,,-5.32,,,,,,,,,,,
6711,-503734,233.9,,,,,,,,,,,,,
6712,-503925,,,-5.21,,,,,,,,,,,
6713,-504321,,,-4.91,,,,,,,,,,,
6714,-504533,235.5,,,,,,,,,,,,,
6715,-504704,,,-4.7,,,,,,,,,,,
6716,-505077,,,-4.63,,,,,,,,,,,
6717,-505362,236.0,,,,,,,,,,,,,
6718,-505446,,,-4.52,,,,,,,,,,,
6719,-505808,,,-4.55,,,,,,,,,,,
6720,-506167,238.2,,,,,,,,,,,,,
6721,-506170,,,-4.9,,,,,,,,,,,
6722,-506543,,,-6.0,,,,,,,,,,,
6723,-506952,,,-5.94,,,,,,,,,,,
6724,-506990,237.0,,,,,,,,,,,,,
6725,-507358,,,-5.73,,,,,,,,,,,
6726,-507754,,,-5.78,,,,,,,,,,,
6727,-507834,240.3,,,,,,,,,,,,,
6728,-508150,,,-5.55,,,,,,,,,,,
6729,-508537,,,-5.67,,,,,,,,,,,
6730,-508702,233.4,,,,,,,,,,,,,
6731,-508926,,,-5.76,,,,,,,,,,,
6732,-509317,,,-5.83,,,,,,,,,,,
6733,-509562,236.4,,,,,,,,,,,,,
6734,-509708,,,-5.86,,,,,,,,,,,
6735,-510099,,,-5.63,,,,,,,,,,,
6736,-510413,235.2,,,,,,,,,,,,,
6737,-510482,,,-5.53,,,,,,,,,,,
6738,-510859,,,-5.49,,,,,,,,,,,
6739,-511235,,,-5.62,,,,,,,,,,,
6740,-511254,242.0,,,,,,,,,,,,,
6741,-511613,,,-5.38,,,,,,,,,,,
6742,-511983,,,-4.77,,,,,,,,,,,
6743,-512083,238.2,,,,,,,,,,,,,
6744,-512332,,,-4.84,,,,,,,,,,,
6745,-512683,,,-5.0,,,,,,,,,,,
6746,-512897,239.2,,,,,,,,,,,,,
6747,-513039,,,-4.98,,,,,,,,,,,
6748,-513393,,,-4.46,,,,,,,,,,,
6749,-513700,241.5,,,,,,,,,,,,,
6750,-513731,,,-4.08,,,,,,,,,,,
6751,-514056,,,-4.01,,,,,,,,,,,
6752,-514379,,,-4.48,,,,,,,,,,,
6753,-514470,243.0,,,,,,,,,,,,,
6754,-514716,,,-4.31,,,,,,,,,,,
6755,-515048,,,-4.28,,,,,,,,,,,
6756,-515204,247.2,,,,,,,,,,,,,
6757,-515379,,,-3.51,,,,,,,,,,,
6758,-515687,,,-4.01,,,,,,,,,,,
6759,-515926,246.2,,,,,,,,,,,,,
6760,-516010,,,-3.46,,,,,,,,,,,
6761,-516317,,,-3.59,,,,,,,,,,,
6762,-516628,,,-3.47,,,,,,,,,,,
6763,-516650,245.5,,,,,,,,,,,,,
6764,-516935,,,-3.45,,,,,,,,,,,
6765,-517243,,,-3.23,,,,,,,,,,,
6766,-517379,245.3,,,,,,,,,,,,,
6767,-517545,,,-3.48,,,,,,,,,,,
6768,-517854,,,-3.41,,,,,,,,,,,
6769,-518123,247.7,,,,,,,,,,,,,
6770,-518161,,,-3.75,,,,,,,,,,,
6771,-518466,,,-3.45,,,,,,,,,,,
6772,-518776,,,-3.12,,,,,,,,,,,
6773,-518871,245.5,,,,,,,,,,,,,
6774,-519077,,,-3.94,,,,,,,,,,,
6775,-519403,,,-3.4,,,,,,,,,,,
6776,-519624,243.5,,,,,,,,,,,,,
6777,-519714,,,-3.47,,,,,,,,,,,
6778,-520028,,,-3.4,,,,,,,,,,,
6779,-520340,,,-3.58,,,,,,,,,,,
6780,-520660,,,-4.84,,,,,,,,,,,
6781,-521019,,,-4.55,,,,,,,,,,,
6782,-521371,,,-4.61,,,,,,,,,,,
6783,-521725,,,-4.3,,,,,,,,,,,
6784,-521851,241.9,,,,,,,,,,,,,
6785,-522072,,,-4.51,,,,,,,,,,,
6786,-522425,,,-4.29,,,,,,,,,,,
6787,-522620,236.8,,,,,,,,,,,,,
6788,-522778,,,-4.84,,,,,,,,,,,
6789,-523149,,,-4.35,,,,,,,,,,,
6790,-523387,235.8,,,,,,,,,,,,,
6791,-523502,,,-4.64,,,,,,,,,,,
6792,-523858,,,-4.93,,,,,,,,,,,
6793,-524156,233.7,,,,,,,,,,,,,
6794,-524234,,,-4.86,,,,,,,,,,,
6795,-524609,,,-4.82,,,,,,,,,,,
6796,-524945,230.3,,,,,,,,,,,,,
6797,-524985,,,-4.42,,,,,,,,,,,
6798,-525349,,,-4.9,,,,,,,,,,,
6799,-525733,,,-4.58,,,,,,,,,,,
6800,-525748,227.8,,,,,,,,,,,,,
6801,-526106,,,-4.31,,,,,,,,,,,
6802,-526472,,,-4.14,,,,,,,,,,,
6803,-526566,224.7,,,,,,,,,,,,,
6804,-526833,,,-4.44,,,,,,,,,,,
6805,-527207,,,-4.5,,,,,,,,,,,
6806,-527453,222.7,,,,,,,,,,,,,
6807,-527584,,,-5.18,,,,,,,,,,,
6808,-527989,,,-5.43,,,,,,,,,,,
6809,-528340,221.2,,,,,,,,,,,,,
6810,-528407,,,-6.07,,,,,,,,,,,
6811,-528854,,,-6.75,,,,,,,,,,,
6812,-529251,220.3,,,,,,,,,,,,,
6813,-529334,,,-7.33,,,,,,,,,,,
6814,-529845,,,-7.12,,,,,,,,,,,
6815,-530128,220.7,,,,,,,,,,,,,
6816,-530352,,,-7.71,,,,,,,,,,,
6817,-530642,214.5,,,,,,,,,,,,,
6818,-530891,,,-7.48,,,,,,,,,,,
6819,-531037,211.4,,,,,,,,,,,,,
6820,-531425,,,-7.71,,,,,,,,,,,
6821,-531604,204.4,,,,,,,,,,,,,
6822,-531976,,,-7.24,,,,,,,,,,,
6823,-531982,200.0,,,,,,,,,,,,,
6824,-532509,,,-7.2,,,,,,,,,,,
6825,-532718,195.1,,,,,,,,,,,,,
6826,-533044,,,-6.64,,,,,,,,,,,
6827,-533093,193.8,,,,,,,,,,,,,
6828,-533558,,,-6.99,,,,,,,,,,,
6829,-533745,190.5,,,,,,,,,,,,,
6830,-534094,,,-6.76,,,,,,,,,,,
6831,-534228,199.8,,,,,,,,,,,,,
6832,-534625,,,-6.82,,,,,,,,,,,
6833,-535163,,,-6.76,,,,,,,,,,,
6834,-535384,199.4,,,,,,,,,,,,,
6835,-535702,,,-6.47,,,,,,,,,,,
6836,-536244,,,-7.53,,,,,,,,,,,
6837,-536490,205.0,,,,,,,,,,,,,
6838,-536834,,,-7.77,,,,,,,,,,,
6839,-537441,,,-7.56,,,,,,,,,,,
6840,-537563,206.4,,,,,,,,,,,,,
6841,-538041,,,-7.46,,,,,,,,,,,
6842,-538633,212.9,,,,,,,,,,,,,
6843,-538639,,,-7.55,,,,,,,,,,,
6844,-539238,,,-7.43,,,,,,,,,,,
6845,-539703,211.2,,,,,,,,,,,,,
6846,-539838,,,-7.28,,,,,,,,,,,
6847,-540431,,,-7.1,,,,,,,,,,,
6848,-540790,205.0,,,,,,,,,,,,,
6849,-541014,,,-7.24,,,,,,,,,,,
6850,-541604,,,-7.35,,,,,,,,,,,
6851,-541894,203.6,,,,,,,,,,,,,
6852,-542199,,,-7.64,,,,,,,,,,,
6853,-542808,,,-8.13,,,,,,,,,,,
6854,-542935,208.1,,,,,,,,,,,,,
6855,-543417,,,-8.12,,,,,,,,,,,
6856,-543914,210.3,,,,,,,,,,,,,
6857,-544035,,,-8.14,,,,,,,,,,,
6858,-544654,,,-7.91,,,,,,,,,,,
6859,-544880,209.6,,,,,,,,,,,,,
6860,-545252,,,-7.17,,,,,,,,,,,
6861,-545796,,,-6.82,,,,,,,,,,,
6862,-545856,209.7,,,,,,,,,,,,,
6863,-546330,,,-7.17,,,,,,,,,,,
6864,-546820,204.6,,,,,,,,,,,,,
6865,-546868,,,-7.2,,,,,,,,,,,
6866,-547398,,,-6.81,,,,,,,,,,,
6867,-547770,202.5,,,,,,,,,,,,,
6868,-547905,,,-6.14,,,,,,,,,,,
6869,-548280,208.8,,,,,,,,,,,,,
6870,-548372,,,-5.35,,,,,,,,,,,
6871,-548632,213.6,,,,,,,,,,,,,
6872,-548811,,,-5.58,,,,,,,,,,,
6873,-549258,,,-6.28,,,,,,,,,,,
6874,-549431,215.2,,,,,,,,,,,,,
6875,-549723,,,-6.48,,,,,,,,,,,
6876,-550161,219.9,,,,,,,,,,,,,
6877,-550179,,,-6.94,,,,,,,,,,,
6878,-550657,,,-6.29,,,,,,,,,,,
6879,-550731,221.7,,,,,,,,,,,,,
6880,-551070,222.3,,,,,,,,,,,,,
6881,-551097,,,-6.23,,,,,,,,,,,
6882,-551295,226.3,,,,,,,,,,,,,
6883,-551531,,,-5.42,,,,,,,,,,,
6884,-551669,222.1,,,,,,,,,,,,,
6885,-551858,220.3,,,,,,,,,,,,,
6886,-551924,,,-5.07,,,,,,,,,,,
6887,-552300,,,-4.68,,,,,,,,,,,
6888,-552529,223.6,,,,,,,,,,,,,
6889,-552654,,,-4.52,,,,,,,,,,,
6890,-552998,,,-4.04,,,,,,,,,,,
6891,-553208,224.3,,,,,,,,,,,,,
6892,-553315,,,-3.35,,,,,,,,,,,
6893,-553613,,,-3.09,,,,,,,,,,,
6894,-553892,226.7,,,,,,,,,,,,,
6895,-553894,,,-3.25,,,,,,,,,,,
6896,-554176,,,-4.67,,,,,,,,,,,
6897,-554457,233.9,,,,,,,,,,,,,
6898,-554461,,,-4.21,,,,,,,,,,,
6899,-554769,,,-4.41,,,,,,,,,,,
6900,-554973,241.0,,,,,,,,,,,,,
6901,-555063,,,-5.07,,,,,,,,,,,
6902,-555248,243.0,,,,,,,,,,,,,
6903,-555358,,,-4.95,,,,,,,,,,,
6904,-555435,249.1,,,,,,,,,,,,,
6905,-555666,,,-5.38,,,,,,,,,,,
6906,-555707,244.0,,,,,,,,,,,,,
6907,-555888,250.5,,,,,,,,,,,,,
6908,-555961,,,-5.49,,,,,,,,,,,
6909,-556204,245.6,,,,,,,,,,,,,
6910,-556264,,,-5.66,,,,,,,,,,,
6911,-556356,240.4,,,,,,,,,,,,,
6912,-556564,,,-6.15,,,,,,,,,,,
6913,-556827,238.1,,,,,,,,,,,,,
6914,-556873,,,-6.86,,,,,,,,,,,
6915,-557183,,,-6.77,,,,,,,,,,,
6916,-557366,234.5,,,,,,,,,,,,,
6917,-557511,,,-6.48,,,,,,,,,,,
6918,-557686,229.7,,,,,,,,,,,,,
6919,-557828,,,-5.75,,,,,,,,,,,
6920,-557922,230.2,,,,,,,,,,,,,
6921,-558127,,,-5.48,,,,,,,,,,,
6922,-558402,,,-5.43,,,,,,,,,,,
6923,-558486,230.3,,,,,,,,,,,,,
6924,-558675,,,-5.21,,,,,,,,,,,
6925,-558940,,,-5.0,,,,,,,,,,,
6926,-559015,228.3,,,,,,,,,,,,,
6927,-559199,,,-4.65,,,,,,,,,,,
6928,-559454,,,-4.49,,,,,,,,,,,
6929,-559500,231.6,,,,,,,,,,,,,
6930,-559699,,,-4.64,,,,,,,,,,,
6931,-559938,231.9,,,,,,,,,,,,,
6932,-559939,,,-4.07,,,,,,,,,,,
6933,-560180,,,-4.0,,,,,,,,,,,
6934,-560360,234.6,,,,,,,,,,,,,
6935,-560407,,,-3.7,,,,,,,,,,,
6936,-560632,,,-3.66,,,,,,,,,,,
6937,-560705,234.1,,,,,,,,,,,,,
6938,-560849,,,-3.4,,,,,,,,,,,
6939,-561065,,,-3.33,,,,,,,,,,,
6940,-561184,240.1,,,,,,,,,,,,,
6941,-561275,,,-3.06,,,,,,,,,,,
6942,-561483,,,-3.22,,,,,,,,,,,
6943,-561585,242.3,,,,,,,,,,,,,
6944,-561686,,,-2.81,,,,,,,,,,,
6945,-561891,,,-2.87,,,,,,,,,,,
6946,-561977,245.7,,,,,,,,,,,,,
6947,-562089,,,-2.59,,,,,,,,,,,
6948,-562288,,,-2.49,,,,,,,,,,,
6949,-562360,245.8,,,,,,,,,,,,,
6950,-562482,,,-2.21,,,,,,,,,,,
6951,-562677,,,-2.58,,,,,,,,,,,
6952,-562774,247.6,,,,,,,,,,,,,
6953,-562865,,,-2.05,,,,,,,,,,,
6954,-563044,,,-2.07,,,,,,,,,,,
6955,-563184,251.4,,,,,,,,,,,,,
6956,-563229,,,-2.21,,,,,,,,,,,
6957,-563415,,,-2.27,,,,,,,,,,,
6958,-563588,252.4,,,,,,,,,,,,,
6959,-563604,,,-2.08,,,,,,,,,,,
6960,-563795,,,-1.63,,,,,,,,,,,
6961,-563945,252.6,,,,,,,,,,,,,
6962,-563983,,,-1.82,,,,,,,,,,,
6963,-564164,,,-1.84,,,,,,,,,,,
6964,-564295,251.4,,,,,,,,,,,,,
6965,-564348,,,-1.89,,,,,,,,,,,
6966,-564534,,,-1.8,,,,,,,,,,,
6967,-564638,253.7,,,,,,,,,,,,,
6968,-564721,,,-2.02,,,,,,,,,,,
6969,-564907,,,-1.44,,,,,,,,,,,
6970,-564968,254.3,,,,,,,,,,,,,
6971,-565097,,,-1.87,,,,,,,,,,,
6972,-565281,,,-1.42,,,,,,,,,,,
6973,-565289,253.9,,,,,,,,,,,,,
6974,-565470,,,-1.22,,,,,,,,,,,
6975,-565598,254.5,,,,,,,,,,,,,
6976,-565652,,,-1.68,,,,,,,,,,,
6977,-565831,,,-1.93,,,,,,,,,,,
6978,-565934,253.2,,,,,,,,,,,,,
6979,-566019,,,-1.44,,,,,,,,,,,
6980,-566211,,,-1.54,,,,,,,,,,,
6981,-566254,253.9,,,,,,,,,,,,,
6982,-566396,,,-1.38,,,,,,,,,,,
6983,-566582,,,-1.59,,,,,,,,,,,
6984,-566584,252.8,,,,,,,,,,,,,
6985,-566766,,,-1.51,,,,,,,,,,,
6986,-566955,,,-1.77,,,,,,,,,,,
6987,-566980,253.0,,,,,,,,,,,,,
6988,-567143,,,-1.49,,,,,,,,,,,
6989,-567335,,,-1.09,,,,,,,,,,,
6990,-567364,250.2,,,,,,,,,,,,,
6991,-567524,,,-1.47,,,,,,,,,,,
6992,-567706,,,-1.42,,,,,,,,,,,
6993,-567733,251.3,,,,,,,,,,,,,
6994,-567895,,,-1.64,,,,,,,,,,,
6995,-568084,,,-1.48,,,,,,,,,,,
6996,-568117,250.0,,,,,,,,,,,,,
6997,-568278,,,-1.5,,,,,,,,,,,
6998,-568469,,,-1.61,,,,,,,,,,,
6999,-568513,251.3,,,,,,,,,,,,,
7000,-568662,,,-1.48,,,,,,,,,,,
7001,-568857,,,-1.42,,,,,,,,,,,
7002,-568912,251.8,,,,,,,,,,,,,
7003,-569051,,,-1.49,,,,,,,,,,,
7004,-569244,,,-1.45,,,,,,,,,,,
7005,-569311,251.8,,,,,,,,,,,,,
7006,-569440,,,-1.38,,,,,,,,,,,
7007,-569635,,,-1.44,,,,,,,,,,,
7008,-569683,249.6,,,,,,,,,,,,,
7009,-569830,,,-1.69,,,,,,,,,,,
7010,-570024,251.6,,,,,,,,,,,,,
7011,-570027,,,-1.51,,,,,,,,,,,
7012,-570228,,,-1.79,,,,,,,,,,,
7013,-570365,250.3009961681342,,,,,,,,,,,,,
7014,-570428,,,-1.86,,,,,,,,,,,
7015,-570633,,,-1.43,,,,,,,,,,,
7016,-570719,246.30955184938028,,,,,,,,,,,,,
7017,-570840,,,-1.53,,,,,,,,,,,
7018,-571041,,,-1.32,,,,,,,,,,,
7019,-571103,247.65697248974385,,,,,,,,,,,,,
7020,-571243,,,-2.15,,,,,,,,,,,
7021,-571442,,,-1.63,,,,,,,,,,,
7022,-571525,249.18618138857704,,,,,,,,,,,,,
7023,-571658,,,-1.35,,,,,,,,,,,
7024,-571864,,,-1.29,,,,,,,,,,,
7025,-571963,248.72078039844754,,,,,,,,,,,,,
7026,-572066,,,-1.76,,,,,,,,,,,
7027,-572267,,,-1.31,,,,,,,,,,,
7028,-572414,251.7666008144979,,,,,,,,,,,,,
7029,-572478,,,-1.41,,,,,,,,,,,
7030,-572681,,,-1.23,,,,,,,,,,,
7031,-572856,251.86150476654132,,,,,,,,,,,,,
7032,-572887,,,-1.22,,,,,,,,,,,
7033,-573090,,,-1.37,,,,,,,,,,,
7034,-573283,252.08002667419618,,,,,,,,,,,,,
7035,-573294,,,-0.99,,,,,,,,,,,
7036,-573502,,,-1.14,,,,,,,,,,,
7037,-573704,248.8639219697805,,-1.42,,,,,,,,,,,
7038,-573911,,,-1.62,,,,,,,,,,,
7039,-574126,,,-1.73,,,,,,,,,,,
7040,-574162,252.543697553062,,,,,,,,,,,,,
7041,-574347,,,-1.73,,,,,,,,,,,
7042,-574573,,,-2.11,,,,,,,,,,,
7043,-574649,252.8973536409592,,,,,,,,,,,,,
7044,-574799,,,-1.95,,,,,,,,,,,
7045,-575031,,,-1.83,,,,,,,,,,,
7046,-575165,251.2965766771463,,,,,,,,,,,,,
7047,-575264,,,-1.87,,,,,,,,,,,
7048,-575497,,,-2.27,,,,,,,,,,,
7049,-575703,251.34172534675196,,,,,,,,,,,,,
7050,-575734,,,-1.95,,,,,,,,,,,
7051,-575982,,,-1.83,,,,,,,,,,,
7052,-576216,,,-1.71,,,,,,,,,,,
7053,-576246,251.0792763522184,,,,,,,,,,,,,
7054,-576452,,,-1.36,,,,,,,,,,,
7055,-576695,,,-0.92,,,,,,,,,,,
7056,-576792,249.0568689785398,,,,,,,,,,,,,
7057,-576933,,,-1.08,,,,,,,,,,,
7058,-577164,,,-1.1,,,,,,,,,,,
7059,-577330,252.92340485161623,,,,,,,,,,,,,
7060,-577402,,,-1.06,,,,,,,,,,,
7061,-577642,,,-1.16,,,,,,,,,,,
7062,-577883,251.47302309267096,,,,,,,,,,,,,
7063,-577886,,,-1.07,,,,,,,,,,,
7064,-578134,,,-1.46,,,,,,,,,,,
7065,-578260,244.13978325747763,,,,,,,,,,,,,
7066,-578385,,,-2.31,,,,,,,,,,,
7067,-578451,243.8071398156684,,,,,,,,,,,,,
7068,-578648,,,-3.04,,,,,,,,,,,
7069,-578864,236.17021956160747,,,,,,,,,,,,,
7070,-578928,,,-2.81,,,,,,,,,,,
7071,-579168,230.2553890769855,,,,,,,,,,,,,
7072,-579243,,,-3.45,,,,,,,,,,,
7073,-579557,,,-4.1,,,,,,,,,,,
7074,-579596,225.2070402346668,,,,,,,,,,,,,
7075,-579896,,,-4.23,,,,,,,,,,,
7076,-579978,219.41265806017452,,,,,,,,,,,,,
7077,-580263,,,-4.81,,,,,,,,,,,
7078,-580504,215.44586651227405,,,,,,,,,,,,,
7079,-580642,,,-5.72,,,,,,,,,,,
7080,-580886,209.88341782048894,,,,,,,,,,,,,
7081,-581049,,,-6.31,,,,,,,,,,,
7082,-581499,,,-7.03,,,,,,,,,,,
7083,-581624,206.68125254107684,,,,,,,,,,,,,
7084,-581978,,,-6.89,,,,,,,,,,,
7085,-582008,210.63901783350494,,,,,,,,,,,,,
7086,-582496,,,-5.9,,,,,,,,,,,
7087,-583034,,,-5.75,,,,,,,,,,,
7088,-583535,,,-6.1,,,,,,,,,,,
7089,-584040,,,-5.49,,,,,,,,,,,
7090,-584571,,,-6.52,,,,,,,,,,,
7091,-584770,223.95763277250387,,,,,,,,,,,,,
7092,-585084,,,-6.73,,,,,,,,,,,
7093,-585221,225.9929310765137,,,,,,,,,,,,,
7094,-585670,,,-6.11,,,,,,,,,,,
7095,-585938,234.40092907192803,,,,,,,,,,,,,
7096,-586255,,,-5.18,,,,,,,,,,,
7097,-586329,238.78411585346242,,,,,,,,,,,,,
7098,-586828,,,-4.62,,,,,,,,,,,
7099,-586990,246.34602904387208,,,,,,,,,,,,,
7100,-587364,,,-4.05,,,,,,,,,,,
7101,-587475,250.20456464222792,,,,,,,,,,,,,
7102,-587880,,,-3.48,,,,,,,,,,,
7103,-588090,248.10464236577934,,,,,,,,,,,,,
7104,-588387,,,-3.47,,,,,,,,,,,
7105,-588538,243.5553025827732,,,,,,,,,,,,,
7106,-588866,,,-4.99,,,,,,,,,,,
7107,-589069,237.37751240309967,,,,,,,,,,,,,
7108,-589351,,,-5.92,,,,,,,,,,,
7109,-589912,,,-5.68,,,,,,,,,,,
7110,-590433,225.67880356583396,,,,,,,,,,,,,
7111,-590524,,,-5.3,,,,,,,,,,,
7112,-590835,229.38667009211042,,,,,,,,,,,,,
7113,-591133,,,-5.09,,,,,,,,,,,
7114,-591611,233.1632188953882,,,,,,,,,,,,,
7115,-591716,,,-4.63,,,,,,,,,,,
7116,-592096,238.1475936125431,,,,,,,,,,,,,
7117,-592306,,,-4.32,,,,,,,,,,,
7118,-592871,,,-3.89,,,,,,,,,,,
7119,-592913,237.97721461986356,,,,,,,,,,,,,
7120,-593451,,,-4.42,,,,,,,,,,,
7121,-593486,232.91795566697328,,,,,,,,,,,,,
7122,-594009,,,-5.44,,,,,,,,,,,
7123,-594271,221.21724287329997,,,,,,,,,,,,,
7124,-594596,,,-6.31,,,,,,,,,,,
7125,-594841,216.4410115698623,,,,,,,,,,,,,
7126,-595240,,,-6.7,,,,,,,,,,,
7127,-595853,216.27309709713364,,,,,,,,,,,,,
7128,-595942,,,-6.42,,,,,,,,,,,
7129,-596379,219.02228033882918,,,,,,,,,,,,,
7130,-596717,,,-5.54,,,,,,,,,,,
7131,-597268,225.97166266475014,,,,,,,,,,,,,
7132,-597450,,,-5.35,,,,,,,,,,,
7133,-597864,229.38148051861887,,,,,,,,,,,,,
7134,-598146,,,-4.99,,,,,,,,,,,
7135,-598841,,,-5.18,,,,,,,,,,,
7136,-599305,232.45478922791705,,,,,,,,,,,,,
7137,-599537,,,-4.23,,,,,,,,,,,
7138,-600174,,,-4.33,,,,,,,,,,,
7139,-600650,237.8582812314746,,,,,,,,,,,,,
7140,-600838,,,-4.19,,,,,,,,,,,
7141,-601524,,,-4.22,,,,,,,,,,,
7142,-601999,239.14012591458967,,,,,,,,,,,,,
7143,-602200,,,-3.92,,,,,,,,,,,
7144,-602884,,,-3.51,,,,,,,,,,,
7145,-603353,244.53225161700482,,,,,,,,,,,,,
7146,-603557,,,-3.47,,,,,,,,,,,
7147,-604211,,,-3.21,,,,,,,,,,,
7148,-604675,248.4801850050678,,,,,,,,,,,,,
7149,-604869,,,-2.94,,,,,,,,,,,
7150,-605524,,,-2.35,,,,,,,,,,,
7151,-606029,254.57832546938147,,,,,,,,,,,,,
7152,-606129,,,-2.01,,,,,,,,,,,
7153,-606724,,,-1.74,,,,,,,,,,,
7154,-607297,259.22379791893974,,,,,,,,,,,,,
7155,-607319,,,-1.37,,,,,,,,,,,
7156,-607904,,,-1.09,,,,,,,,,,,
7157,-608475,,,-1.26,,,,,,,,,,,
7158,-608479,257.74486774223317,,,,,,,,,,,,,
7159,-609035,,,-1.47,,,,,,,,,,,
7160,-609591,,,-1.43,,,,,,,,,,,
7161,-609601,257.8151013837554,,,,,,,,,,,,,
7162,-609650,259.6847091794925,,,,,,,,,,,,,
7163,-610180,,,-1.46,,,,,,,,,,,
7164,-610767,,,-1.04,,,,,,,,,,,
7165,-610811,258.13797445364014,,,,,,,,,,,,,
7166,-611360,,,-1.35,,,,,,,,,,,
7167,-611928,,,-1.04,,,,,,,,,,,
7168,-611992,256.193578648728,,,,,,,,,,,,,
7169,-612516,,,-1.3,,,,,,,,,,,
7170,-613110,,,-0.97,,,,,,,,,,,
7171,-613190,252.74797477389262,,,,,,,,,,,,,
7172,-613722,,,-1.28,,,,,,,,,,,
7173,-614323,,,-1.46,,,,,,,,,,,
7174,-614349,252.8982584181087,,,,,,,,,,,,,
7175,-614406,252.729800513971,,,,,,,,,,,,,
7176,-614945,,,-1.94,,,,,,,,,,,
7177,-615583,,,-2.28,,,,,,,,,,,
7178,-615659,252.63944486217684,,,,,,,,,,,,,
7179,-616255,,,-1.79,,,,,,,,,,,
7180,-616954,,,-2.29,,,,,,,,,,,
7181,-617003,248.28893339724928,,,,,,,,,,,,,
7182,-617626,,,-2.38,,,,,,,,,,,
7183,-618328,,,-1.96,,,,,,,,,,,
7184,-618333,245.88658787248076,,,,,,,,,,,,,
7185,-619000,,,-1.95,,,,,,,,,,,
7186,-619694,,,-2.59,,,,,,,,,,,
7187,-619701,243.53068358638558,,,,,,,,,,,,,
7188,-620392,,,-2.52,,,,,,,,,,,
7189,-621000,243.88545246756433,,,,,,,,,,,,,
7190,-621104,239.19230883467588,,-2.84,,,,,,,,,,,
7191,-621846,,,-2.63,,,,,,,,,,,
7192,-622546,237.92850701362374,,,,,,,,,,,,,
7193,-622612,,,-2.69,,,,,,,,,,,
7194,-623366,,,-2.2,,,,,,,,,,,
7195,-623447,235.02330647237795,,,,,,,,,,,,,
7196,-624097,228.51222535135372,,,,,,,,,,,,,
