,Year,CO2 (ppmv),CH4 Concentration (PPBV),EDC_Temp,ML_CO2Mean,ML_CH4Mean,IrishMeanTempDegreesC,AnnualMean_AirTemp,AnnualAnomaly_AirTemp,AnnualMean_WaterTemp,AnnualAnomaly_WaterTemp,FiveYearMean_AirTemp,FiveYearAnomaly_AirTemp,FiveYearMean_WaterTemp,FiveYearAnomaly_WaterTemp
6088,-342418,,,-8.85,,,,,,,,,,,
6089,-342739,,,-8.84,,,,,,,,,,,
6090,-343050,205.2,,,,,,,,,,,,,
6091,-343051,,,-8.53,,,,,,,,,,,
6092,-343368,,,-8.69,,,,,,,,,,,
6093,-343674,,,-8.29,,,,,,,,,,,
6094,-343984,,,-8.43,,,,,,,,,,,
6095,-344307,,,-8.88,,,,,,,,,,,
6096,-344370,204.8,,,,,,,,,,,,,
6097,-344607,,,-8.01,,,,,,,,,,,
6098,-344919,,,-8.46,,,,,,,,,,,
6099,-345231,,,-8.49,,,,,,,,,,,
6100,-345516,,,-7.44,,,,,,,,,,,
6101,-345594,211.9,,,,,,,,,,,,,
6102,-345819,,,-8.14,,,,,,,,,,,
6103,-346141,,,-8.74,,,,,,,,,,,
6104,-346458,,,-8.61,,,,,,,,,,,
6105,-346758,,,-8.0,,,,,,,,,,,
6106,-347019,,,-6.52,,,,,,,,,,,
6107,-347189,220.3,,,,,,,,,,,,,
6108,-347310,,,-7.73,,,,,,,,,,,
6109,-347590,,,-7.2,,,,,,,,,,,
6110,-347872,,,-7.28,,,,,,,,,,,
6111,-348157,,,-7.36,,,,,,,,,,,
6112,-348460,,,-8.1,,,,,,,,,,,
6113,-348753,,,-7.61,,,,,,,,,,,
6114,-349050,,,-7.83,,,,,,,,,,,
6115,-349350,,,-7.89,,,,,,,,,,,
6116,-349650,,,-7.87,,,,,,,,,,,
6117,-349726,221.1,,,,,,,,,,,,,
6118,-349946,,,-7.72,,,,,,,,,,,
6119,-350246,,,-7.86,,,,,,,,,,,
6120,-350544,,,-7.97,,,,,,,,,,,
6121,-350845,,,-7.63,,,,,,,,,,,
6122,-351141,,,-7.59,,,,,,,,,,,
6123,-351224,216.2,,,,,,,,,,,,,
6124,-351429,,,-7.4,,,,,,,,,,,
6125,-351720,,,-7.94,,,,,,,,,,,
6126,-352008,,,-7.55,,,,,,,,,,,
6127,-352322,,,-8.15,,,,,,,,,,,
6128,-352462,209.4,,,,,,,,,,,,,
6129,-352651,,,-8.58,,,,,,,,,,,
6130,-352985,,,-8.79,,,,,,,,,,,
6131,-353325,,,-9.0,,,,,,,,,,,
6132,-353660,,,-8.87,,,,,,,,,,,
6133,-353867,209.2,,,,,,,,,,,,,
6134,-353994,,,-8.87,,,,,,,,,,,
6135,-354319,,,-8.52,,,,,,,,,,,
6136,-354645,,,-8.57,,,,,,,,,,,
6137,-354978,,,-8.78,,,,,,,,,,,
6138,-355309,,,-8.7,,,,,,,,,,,
6139,-355648,,,-8.94,,,,,,,,,,,
6140,-355986,,,-8.99,,,,,,,,,,,
6141,-356333,,,-8.8,,,,,,,,,,,
6142,-356664,,,-8.41,,,,,,,,,,,
6143,-356998,,,-8.52,,,,,,,,,,,
6144,-357060,193.0,,,,,,,,,,,,,
6145,-357332,,,-8.7,,,,,,,,,,,
6146,-357649,,,-7.84,,,,,,,,,,,
6147,-357981,,,-8.6,,,,,,,,,,,
6148,-358299,,,-7.84,,,,,,,,,,,
6149,-358635,,,-8.74,,,,,,,,,,,
6150,-358733,186.1,,,,,,,,,,,,,
6151,-358943,,,-7.69,,,,,,,,,,,
6152,-359273,,,-8.39,,,,,,,,,,,
6153,-359585,,,-7.89,,,,,,,,,,,
6154,-359886,,,-7.4,,,,,,,,,,,
6155,-360200,,,-7.61,,,,,,,,,,,
6156,-360524,,,-8.26,,,,,,,,,,,
6157,-360617,185.8,,,,,,,,,,,,,
6158,-360816,,,-7.07,,,,,,,,,,,
6159,-361111,,,-6.07,,,,,,,,,,,
6160,-361405,,,-7.11,,,,,,,,,,,
6161,-361711,,,-7.55,,,,,,,,,,,
6162,-362009,,,-7.2,,,,,,,,,,,
6163,-362314,,,-7.46,,,,,,,,,,,
6164,-362643,,,-8.14,,,,,,,,,,,
6165,-362970,,,-8.19,,,,,,,,,,,
6166,-363240,201.2,,,,,,,,,,,,,
6167,-363274,,,-7.36,,,,,,,,,,,
6168,-363576,,,-7.23,,,,,,,,,,,
6169,-363887,,,-7.58,,,,,,,,,,,
6170,-364197,,,-7.55,,,,,,,,,,,
6171,-364506,,,-7.46,,,,,,,,,,,
6172,-364824,,,-7.8,,,,,,,,,,,
6173,-365135,,,-7.5,,,,,,,,,,,
6174,-365438,,,-7.18,,,,,,,,,,,
6175,-365739,,,-6.73,,,,,,,,,,,
6176,-366043,,,-7.38,,,,,,,,,,,
6177,-366115,206.3,,,,,,,,,,,,,
6178,-366354,,,-7.64,,,,,,,,,,,
6179,-366690,,,-8.29,,,,,,,,,,,
6180,-367014,,,-7.82,,,,,,,,,,,
6181,-367326,,,-7.4,,,,,,,,,,,
6182,-367637,,,-7.36,,,,,,,,,,,
6183,-367932,,,-6.77,,,,,,,,,,,
6184,-368234,,,-7.04,,,,,,,,,,,
6185,-368538,,,-7.06,,,,,,,,,,,
6186,-368819,,,-6.17,,,,,,,,,,,
6187,-369107,,,-6.49,,,,,,,,,,,
6188,-369396,,,-6.46,,,,,,,,,,,
6189,-369435,201.9,,,,,,,,,,,,,
6190,-369683,,,-6.39,,,,,,,,,,,
6191,-369972,,,-6.44,,,,,,,,,,,
6192,-370253,,,-6.11,,,,,,,,,,,
6193,-370522,,,-5.7,,,,,,,,,,,
6194,-370776,,,-4.96,,,,,,,,,,,
6195,-371040,,,-5.42,,,,,,,,,,,
6196,-371317,,,-5.9,,,,,,,,,,,
6197,-371507,199.9,,,,,,,,,,,,,
6198,-371601,,,-6.16,,,,,,,,,,,
6199,-371895,,,-6.49,,,,,,,,,,,
6200,-372201,,,-6.86,,,,,,,,,,,
6201,-372540,,,-7.94,,,,,,,,,,,
6202,-372876,,,-7.78,,,,,,,,,,,
6203,-373209,,,-7.66,,,,,,,,,,,
6204,-373254,214.7,,,,,,,,,,,,,
6205,-373537,,,-7.45,,,,,,,,,,,
6206,-373860,,,-7.26,,,,,,,,,,,
6207,-374183,,,-7.22,,,,,,,,,,,
6208,-374501,,,-7.01,,,,,,,,,,,
6209,-374804,,,-6.46,,,,,,,,,,,
6210,-375084,224.6,,,,,,,,,,,,,
6211,-375113,,,-6.67,,,,,,,,,,,
6212,-375415,,,-6.46,,,,,,,,,,,
6213,-375721,,,-6.5,,,,,,,,,,,
6214,-376015,,,-6.2,,,,,,,,,,,
6215,-376333,,,-6.85,,,,,,,,,,,
6216,-376639,,,-6.35,,,,,,,,,,,
6217,-376810,229.6,,,,,,,,,,,,,
6218,-376933,,,-5.93,,,,,,,,,,,
6219,-377225,,,-5.81,,,,,,,,,,,
6220,-377516,,,-5.76,,,,,,,,,,,
6221,-377799,,,-5.44,,,,,,,,,,,
6222,-378069,,,-4.91,,,,,,,,,,,
6223,-378341,,,-4.97,,,,,,,,,,,
6224,-378622,,,-5.28,,,,,,,,,,,
6225,-378897,,,-5.02,,,,,,,,,,,
6226,-379169,,,-4.92,,,,,,,,,,,
6227,-379430,,,-4.42,,,,,,,,,,,
6228,-379695,,,-4.6,,,,,,,,,,,
6229,-379962,,,-3.76,,,,,,,,,,,
6230,-380228,,,-4.52,,,,,,,,,,,
6231,-380519,,,-5.15,,,,,,,,,,,
6232,-380804,,,-5.24,,,,,,,,,,,
6233,-380981,227.0,,,,,,,,,,,,,
6234,-381086,,,-5.09,,,,,,,,,,,
6235,-381392,,,-5.97,,,,,,,,,,,
6236,-381695,,,-5.87,,,,,,,,,,,
6237,-382006,,,-6.06,,,,,,,,,,,
6238,-382306,,,-5.63,,,,,,,,,,,
6239,-382600,,,-5.37,,,,,,,,,,,
6240,-382607,240.0,,,,,,,,,,,,,
6241,-382889,,,-5.18,,,,,,,,,,,
6242,-383158,,,-4.36,,,,,,,,,,,
6243,-383440,,,-4.88,,,,,,,,,,,
6244,-383724,,,-4.93,,,,,,,,,,,
6245,-383993,,,-4.31,,,,,,,,,,,
6246,-384258,,,-4.32,,,,,,,,,,,
6247,-384333,239.1,,,,,,,,,,,,,
6248,-384520,,,-3.29,,,,,,,,,,,
6249,-384767,,,-2.67,,,,,,,,,,,
6250,-385027,,,-3.88,,,,,,,,,,,
6251,-385303,,,-4.56,,,,,,,,,,,
6252,-385588,,,-4.74,,,,,,,,,,,
6253,-385874,246.8,,,,,,,,,,,,,
6254,-385890,,,-5.35,,,,,,,,,,,
6255,-386194,,,-5.37,,,,,,,,,,,
6256,-386518,,,-5.99,,,,,,,,,,,
6257,-386839,,,-5.86,,,,,,,,,,,
6258,-387188,,,-6.7,,,,,,,,,,,
6259,-387460,245.8,,,,,,,,,,,,,
6260,-387531,,,-6.48,,,,,,,,,,,
6261,-387855,,,-5.8,,,,,,,,,,,
6262,-388186,,,-5.98,,,,,,,,,,,
6263,-388498,,,-5.35,,,,,,,,,,,
6264,-388793,,,-4.68,,,,,,,,,,,
6265,-389091,,,-4.73,,,,,,,,,,,
6266,-389396,,,-4.96,,,,,,,,,,,
6267,-389694,,,-4.7,,,,,,,,,,,
6268,-389993,,,-4.65,,,,,,,,,,,
6269,-390282,,,-4.26,,,,,,,,,,,
6270,-390337,258.1,,,,,,,,,,,,,
6271,-390565,,,-4.03,,,,,,,,,,,
6272,-390841,,,-3.67,,,,,,,,,,,
6273,-391027,259.5,,,,,,,,,,,,,
6274,-391108,,,-3.33,,,,,,,,,,,
6275,-391375,,,-3.32,,,,,,,,,,,
6276,-391631,,,-2.78,,,,,,,,,,,
6277,-391882,,,-2.61,,,,,,,,,,,
6278,-392053,273.6,,,,,,,,,,,,,
6279,-392130,,,-2.37,,,,,,,,,,,
6280,-392378,,,-2.43,,,,,,,,,,,
6281,-392619,,,-2.0,,,,,,,,,,,
6282,-392865,,,-2.3,,,,,,,,,,,
6283,-392956,260.7,,,,,,,,,,,,,
6284,-393108,,,-2.1,,,,,,,,,,,
6285,-393331,,,-1.12,,,,,,,,,,,
6286,-393552,,,-0.98,,,,,,,,,,,
6287,-393788,,,-1.71,,,,,,,,,,,
6288,-394016,,,-1.31,,,,,,,,,,,
6289,-394243,,,-1.23,,,,,,,,,,,
6290,-394464,,,-0.95,,,,,,,,,,,
6291,-394685,,,-0.93,,,,,,,,,,,
6292,-394896,,,-0.4,,,,,,,,,,,
6293,-395109,,,-0.45,,,,,,,,,,,
6294,-395318,,,-0.25,,,,,,,,,,,
6295,-395527,,,-0.28,,,,,,,,,,,
6296,-395727,,,0.29,,,,,,,,,,,
6297,-395936,,,-0.2,,,,,,,,,,,
6298,-396145,,,-0.22,,,,,,,,,,,
6299,-396325,276.3,,,,,,,,,,,,,
6300,-396369,,,-0.94,,,,,,,,,,,
6301,-396587,,,-0.57,,,,,,,,,,,
6302,-396785,,,0.47,,,,,,,,,,,
6303,-396985,,,0.36,,,,,,,,,,,
6304,-397181,,,0.64,,,,,,,,,,,
6305,-397390,,,-0.07,,,,,,,,,,,
6306,-397593,,,0.31,,,,,,,,,,,
6307,-397796,,,0.39,,,,,,,,,,,
6308,-397976,277.1,,,,,,,,,,,,,
6309,-397996,,,0.51,,,,,,,,,,,
6310,-398193,,,0.7,,,,,,,,,,,
6311,-398382,,,1.16,,,,,,,,,,,
6312,-398564,,,1.6,,,,,,,,,,,
6313,-398754,,,1.15,,,,,,,,,,,
6314,-398760,283.2,,,,,,,,,,,,,
6315,-398951,,,0.83,,,,,,,,,,,
6316,-399144,,,0.98,,,,,,,,,,,
6317,-399326,,,1.78,,,,,,,,,,,
6318,-399510,,,1.62,,,,,,,,,,,
6319,-399694,,,1.63,,,,,,,,,,,
6320,-399880,,,1.57,,,,,,,,,,,
6321,-400065,,,1.58,,,,,,,,,,,
6322,-400190,283.1,,,,,,,,,,,,,
6323,-400242,,,2.18,,,,,,,,,,,
6324,-400430,,,1.49,,,,,,,,,,,
6325,-400613,,,1.79,,,,,,,,,,,
6326,-400791,,,2.14,,,,,,,,,,,
6327,-400909,275.7,,,,,,,,,,,,,
6328,-400967,,,2.2,,,,,,,,,,,
6329,-401138,,,2.62,,,,,,,,,,,
6330,-401317,,,2.12,,,,,,,,,,,
6331,-401494,,,2.27,,,,,,,,,,,
6332,-401674,,,2.01,,,,,,,,,,,
6333,-401853,,,2.2,,,,,,,,,,,
6334,-402034,,,1.9,,,,,,,,,,,
6335,-402221,,,1.64,,,,,,,,,,,
6336,-402363,276.5,,,,,,,,,,,,,
6337,-402398,,,2.41,,,,,,,,,,,
6338,-402579,,,2.1,,,,,,,,,,,
6339,-402764,,,1.88,,,,,,,,,,,
6340,-402950,,,1.78,,,,,,,,,,,
6341,-403112,280.5,,,,,,,,,,,,,
6342,-403130,,,2.22,,,,,,,,,,,
6343,-403314,,,1.56,,,,,,,,,,,
6344,-403491,,,2.41,,,,,,,,,,,
6345,-403667,,,2.49,,,,,,,,,,,
6346,-403840,,,2.65,,,,,,,,,,,
6347,-404012,,,2.71,,,,,,,,,,,
6348,-404192,,,2.22,,,,,,,,,,,
6349,-404380,,,1.79,,,,,,,,,,,
6350,-404558,,,2.44,,,,,,,,,,,
6351,-404592,279.6,,,,,,,,,,,,,
6352,-404740,,,2.27,,,,,,,,,,,
6353,-404910,,,3.15,,,,,,,,,,,
6354,-405081,,,2.9,,,,,,,,,,,
6355,-405265,,,2.19,,,,,,,,,,,
6356,-405332,285.6,,,,,,,,,,,,,
6357,-405434,,,2.9,,,,,,,,,,,
6358,-405617,,,2.06,,,,,,,,,,,
6359,-405796,,,2.45,,,,,,,,,,,
6360,-405972,,,2.67,,,,,,,,,,,
6361,-406155,,,2.17,,,,,,,,,,,
6362,-406342,,,1.99,,,,,,,,,,,
6363,-406533,,,1.77,,,,,,,,,,,
6364,-406719,,,1.83,,,,,,,,,,,
6365,-406868,284.5,,,,,,,,,,,,,
6366,-406899,,,2.09,,,,,,,,,,,
6367,-407078,,,2.21,,,,,,,,,,,
6368,-407267,,,1.73,,,,,,,,,,,
6369,-407452,,,2.13,,,,,,,,,,,
6370,-407638,,,1.8,,,,,,,,,,,
6371,-407648,274.7,,,,,,,,,,,,,
6372,-407831,,,1.73,,,,,,,,,,,
6373,-408030,,,1.57,,,,,,,,,,,
6374,-408224,,,1.58,,,,,,,,,,,
6375,-408424,,,1.72,,,,,,,,,,,
6376,-408503,282.6,,,,,,,,,,,,,
6377,-408627,,,1.47,,,,,,,,,,,
6378,-408828,,,1.72,,,,,,,,,,,
6379,-409036,,,1.47,,,,,,,,,,,
6380,-409244,,,1.37,,,,,,,,,,,
6381,-409397,283.5,,,,,,,,,,,,,
6382,-409452,,,1.64,,,,,,,,,,,
6383,-409655,,,0.95,,,,,,,,,,,
6384,-409867,,,0.72,,,,,,,,,,,
6385,-410096,,,0.44,,,,,,,,,,,
6386,-410327,,,0.49,,,,,,,,,,,
6387,-410557,,,0.43,,,,,,,,,,,
6388,-410789,,,0.08,,,,,,,,,,,
6389,-411027,,,0.66,,,,,,,,,,,
6390,-411248,,,0.48,,,,,,,,,,,
6391,-411308,274.9,,,,,,,,,,,,,
6392,-411482,,,0.23,,,,,,,,,,,
6393,-411719,,,0.68,,,,,,,,,,,
6394,-411952,,,0.57,,,,,,,,,,,
6395,-412189,,,-0.08,,,,,,,,,,,
6396,-412260,264.9,,,,,,,,,,,,,
6397,-412442,,,0.26,,,,,,,,,,,
6398,-412689,,,0.43,,,,,,,,,,,
6399,-412932,,,0.17,,,,,,,,,,,
6400,-413182,,,0.12,,,,,,,,,,,
6401,-413229,271.6,,,,,,,,,,,,,
6402,-413434,,,0.61,,,,,,,,,,,
6403,-413676,,,0.31,,,,,,,,,,,
6404,-413925,,,0.31,,,,,,,,,,,
6405,-413995,276.4,,,,,,,,,,,,,
6406,-414175,,,0.1,,,,,,,,,,,
6407,-414430,,,0.63,,,,,,,,,,,
6408,-414475,271.7,,,,,,,,,,,,,
6409,-414674,,,0.33,,,,,,,,,,,
6410,-414924,,,0.67,,,,,,,,,,,
6411,-415168,,,0.83,,,,,,,,,,,
6412,-415408,,,0.38,,,,,,,,,,,
6413,-415490,273.4,,,,,,,,,,,,,
6414,-415658,,,0.32,,,,,,,,,,,
6415,-415910,,,0.61,,,,,,,,,,,
6416,-416006,271.8,,,,,,,,,,,,,
6417,-416156,,,0.08,,,,,,,,,,,
6418,-416414,,,0.01,,,,,,,,,,,
6419,-416555,274.6,,,,,,,,,,,,,
6420,-416674,,,-0.28,,,,,,,,,,,
6421,-416939,,,-0.32,,,,,,,,,,,
6422,-417183,,,-0.24,,,,,,,,,,,
6423,-417448,,,-0.35,,,,,,,,,,,
6424,-417625,273.7,,,,,,,,,,,,,
6425,-417716,,,-0.09,,,,,,,,,,,
6426,-417979,,,-0.62,,,,,,,,,,,
6427,-418183,271.2,,,,,,,,,,,,,
6428,-418253,,,-0.48,,,,,,,,,,,
6429,-418524,,,-0.29,,,,,,,,,,,
6430,-418751,273.8,,,,,,,,,,,,,
6431,-418791,,,-0.59,,,,,,,,,,,
6432,-419063,,,-0.75,,,,,,,,,,,
6433,-419340,,,-1.37,,,,,,,,,,,
6434,-419632,,,-1.43,,,,,,,,,,,
6435,-419921,,,-1.72,,,,,,,,,,,
6436,-419962,268.6,,,,,,,,,,,,,
6437,-420221,,,-1.87,,,,,,,,,,,
6438,-420525,,,-1.55,,,,,,,,,,,
6439,-420582,266.4,,,,,,,,,,,,,
6440,-420818,,,-1.51,,,,,,,,,,,
6441,-421106,,,-2.21,,,,,,,,,,,
6442,-421275,270.6,,,,,,,,,,,,,
6443,-421409,,,-2.59,,,,,,,,,,,
6444,-421719,,,-2.1,,,,,,,,,,,
6445,-422013,,,-2.34,,,,,,,,,,,
6446,-422313,,,-1.29,,,,,,,,,,,
6447,-422557,267.7,,,,,,,,,,,,,
6448,-422586,,,-0.24,,,,,,,,,,,
6449,-422834,,,0.09,,,,,,,,,,,
6450,-423077,,,-0.29,,,,,,,,,,,
6451,-423182,268.3,,,,,,,,,,,,,
6452,-423327,,,-0.99,,,,,,,,,,,
6453,-423587,,,-1.9,,,,,,,,,,,
6454,-423790,270.8,,,,,,,,,,,,,
6455,-423863,,,-1.85,,,,,,,,,,,
6456,-424140,,,-2.13,,,,,,,,,,,
6457,-424287,270.0,,,,,,,,,,,,,
6458,-424440,,,-2.67,,,,,,,,,,,
6459,-424671,265.4,,,,,,,,,,,,,
6460,-424765,,,-2.29,,,,,,,,,,,
6461,-425070,,,-2.93,,,,,,,,,,,
6462,-425204,255.3,,,,,,,,,,,,,
6463,-425393,,,-3.95,,,,,,,,,,,
6464,-425734,,,-4.7,,,,,,,,,,,
6465,-425991,252.1,,,,,,,,,,,,,
6466,-426115,,,-4.63,,,,,,,,,,,
6467,-426494,,,-5.83,,,,,,,,,,,
6468,-426890,248.2,,,,,,,,,,,,,
6469,-426918,,,-6.05,,,,,,,,,,,
6470,-427228,242.5,,,,,,,,,,,,,
6471,-427309,,,-6.61,,,,,,,,,,,
6472,-427768,,,-6.79,,,,,,,,,,,
6473,-428237,,,-7.58,,,,,,,,,,,
6474,-428743,,,-8.1,,,,,,,,,,,
6475,-429073,219.7,,,,,,,,,,,,,
6476,-429276,,,-8.19,,,,,,,,,,,
6477,-429817,,,-8.19,,,,,,,,,,,
6478,-430229,227.2,,,,,,,,,,,,,
6479,-430376,,,-8.19,,,,,,,,,,,
6480,-430920,,,-8.39,,,,,,,,,,,
6481,-431475,,,-8.12,,,,,,,,,,,
6482,-431900,211.5,,,,,,,,,,,,,
6483,-432019,,,-8.58,,,,,,,,,,,
6484,-432429,207.6,,,,,,,,,,,,,
6485,-432522,,,-8.17,,,,,,,,,,,
6486,-433073,,,-8.49,,,,,,,,,,,
6487,-433642,,,-8.03,,,,,,,,,,,
6488,-433989,209.8,,,,,,,,,,,,,
6489,-434191,,,-8.91,,,,,,,,,,,
6490,-434776,,,-9.63,,,,,,,,,,,
6491,-435317,,,-9.25,,,,,,,,,,,
6492,-435535,207.5,,,,,,,,,,,,,
6493,-435877,,,-9.6,,,,,,,,,,,
6494,-436473,,,-8.8,,,,,,,,,,,
6495,-437089,,,-9.19,,,,,,,,,,,
6496,-437113,200.3,,,,,,,,,,,,,
6497,-437675,,,-9.15,,,,,,,,,,,
6498,-438256,,,-9.04,,,,,,,,,,,
6499,-438709,201.7,,,,,,,,,,,,,
6500,-438848,,,-9.07,,,,,,,,,,,
6501,-439438,,,-8.73,,,,,,,,,,,
6502,-440004,,,-8.33,,,,,,,,,,,
6503,-440280,201.3,,,,,,,,,,,,,
6504,-440585,,,-8.42,,,,,,,,,,,
6505,-441170,,,-7.91,,,,,,,,,,,
6506,-441732,,,-7.15,,,,,,,,,,,
6507,-441894,202.0,,,,,,,,,,,,,
6508,-442266,,,-7.77,,,,,,,,,,,
6509,-442835,,,-7.45,,,,,,,,,,,
6510,-443381,199.1,,,,,,,,,,,,,
6511,-443392,,,-7.45,,,,,,,,,,,
6512,-443950,,,-7.65,,,,,,,,,,,
6513,-444521,,,-7.48,,,,,,,,,,,
6514,-445084,,,-6.15,,,,,,,,,,,
6515,-445269,201.1,,,,,,,,,,,,,
6516,-445586,,,-6.32,,,,,,,,,,,
6517,-446097,,,-6.56,,,,,,,,,,,
6518,-446509,203.5,,,,,,,,,,,,,
6519,-446623,,,-7.58,,,,,,,,,,,
6520,-447201,,,-7.28,,,,,,,,,,,
6521,-447621,208.1,,,,,,,,,,,,,
6522,-447769,,,-7.26,,,,,,,,,,,
6523,-448338,,,-7.65,,,,,,,,,,,
6524,-448692,201.7,,,,,,,,,,,,,
6525,-448931,,,-7.92,,,,,,,,,,,
6526,-449542,,,-6.7,,,,,,,,,,,
6527,-449797,201.2,,,,,,,,,,,,,
6528,-450092,,,-7.07,,,,,,,,,,,
6529,-450663,,,-7.89,,,,,,,,,,,
6530,-450785,204.9,,,,,,,,,,,,,
6531,-451279,,,-7.24,,,,,,,,,,,
6532,-451825,201.9,,,,,,,,,,,,,
6533,-451866,,,-6.34,,,,,,,,,,,
6534,-452450,,,-6.81,,,,,,,,,,,
6535,-452914,198.4,,,,,,,,,,,,,
6536,-453019,,,-7.01,,,,,,,,,,,
6537,-453600,,,-7.39,,,,,,,,,,,
6538,-454051,193.3,,,,,,,,,,,,,
6539,-454206,,,-8.21,,,,,,,,,,,
6540,-454863,,,-8.92,,,,,,,,,,,
6541,-455164,192.5,,,,,,,,,,,,,
6542,-455569,,,-8.7,,,,,,,,,,,
6543,-455795,199.1,,,,,,,,,,,,,
6544,-456258,204.3,,,,,,,,,,,,,
6545,-456266,,,-8.83,,,,,,,,,,,
6546,-456844,203.3,,,,,,,,,,,,,
6547,-456992,,,-8.8,,,,,,,,,,,
6548,-457261,208.3,,,,,,,,,,,,,
6549,-457702,,,-8.47,,,,,,,,,,,
6550,-458302,202.4,,,,,,,,,,,,,
6551,-458394,,,-8.34,,,,,,,,,,,
6552,-459081,,,-8.24,,,,,,,,,,,
6553,-459336,195.5,,,,,,,,,,,,,
6554,-459763,,,-7.45,,,,,,,,,,,
6555,-460400,,,-7.15,,,,,,,,,,,
6556,-460464,190.7,,,,,,,,,,,,,
6557,-461020,,,-7.63,,,,,,,,,,,
6558,-461576,194.4,,,,,,,,,,,,,
6559,-461670,,,-7.65,,,,,,,,,,,
6560,-462307,,,-8.08,,,,,,,,,,,
6561,-462649,199.9,,,,,,,,,,,,,
6562,-463001,,,-8.44,,,,,,,,,,,
6563,-463315,205.2,,,,,,,,,,,,,
6564,-463651,210.0,,,,,,,,,,,,,
6565,-463707,,,-8.5,,,,,,,,,,,
6566,-464417,,,-8.17,,,,,,,,,,,
6567,-464682,208.1,,,,,,,,,,,,,
6568,-465108,,,-8.03,,,,,,,,,,,
6569,-465756,204.4,,,,,,,,,,,,,
6570,-465790,,,-8.64,,,,,,,,,,,
6571,-466511,,,-7.58,,,,,,,,,,,
6572,-466927,203.4,,,,,,,,,,,,,
6573,-467165,,,-6.47,,,,,,,,,,,
6574,-467756,,,-7.26,,,,,,,,,,,
6575,-468090,205.5,,,,,,,,,,,,,
6576,-468387,,,-6.3,,,,,,,,,,,
6577,-468775,206.5,,,,,,,,,,,,,
6578,-468966,,,-5.18,,,,,,,,,,,
6579,-469250,215.5,,,,,,,,,,,,,
6580,-469485,,,-4.83,,,,,,,,,,,
6581,-469874,218.7,,,,,,,,,,,,,
6582,-469984,,,-4.0,,,,,,,,,,,
6583,-470313,229.2,,,,,,,,,,,,,
6584,-470442,,,-4.62,,,,,,,,,,,
6585,-470913,232.7,,,,,,,,,,,,,
6586,-470930,,,-5.5,,,,,,,,,,,
6587,-471267,243.7,,,,,,,,,,,,,
6588,-471459,,,-6.17,,,,,,,,,,,
6589,-471850,243.9,,,,,,,,,,,,,
6590,-472020,,,-7.01,,,,,,,,,,,
6591,-472142,245.6,,,,,,,,,,,,,
6592,-472626,,,-6.89,,,,,,,,,,,
6593,-473024,241.2,,,,,,,,,,,,,
6594,-473210,,,-5.75,,,,,,,,,,,
6595,-473746,,,-5.09,,,,,,,,,,,
6596,-473975,233.1,,,,,,,,,,,,,
6597,-474250,,,-4.61,,,,,,,,,,,
6598,-474729,,,-4.19,,,,,,,,,,,
6599,-474999,232.8,,,,,,,,,,,,,
6600,-475188,,,-3.95,,,,,,,,,,,
6601,-475636,,,-4.64,,,,,,,,,,,
6602,-475991,236.6,,,,,,,,,,,,,
6603,-476112,,,-5.19,,,,,,,,,,,
6604,-476612,,,-5.98,,,,,,,,,,,
6605,-476942,239.1,,,,,,,,,,,,,
6606,-477149,,,-5.73,,,,,,,,,,,
6607,-477452,236.5,,,,,,,,,,,,,
6608,-477673,,,-5.15,,,,,,,,,,,
6609,-477825,231.3,,,,,,,,,,,,,
6610,-478169,,,-4.95,,,,,,,,,,,
6611,-478378,220.8,,,,,,,,,,,,,
6612,-478655,,,-4.76,,,,,,,,,,,
6613,-478776,218.8,,,,,,,,,,,,,
6614,-479131,,,-4.94,,,,,,,,,,,
6615,-479621,,,-4.53,,,,,,,,,,,
6616,-479712,223.8,,,,,,,,,,,,,
6617,-480085,,,-4.34,,,,,,,,,,,
6618,-480539,,,-3.97,,,,,,,,,,,
6619,-480630,223.4,,,,,,,,,,,,,
6620,-480978,,,-4.15,,,,,,,,,,,
6621,-481421,,,-3.74,,,,,,,,,,,
6622,-481445,227.3,,,,,,,,,,,,,
6623,-481848,,,-3.76,,,,,,,,,,,
6624,-482229,231.4,,,,,,,,,,,,,
6625,-482275,,,-3.36,,,,,,,,,,,
6626,-482685,,,-3.54,,,,,,,,,,,
6627,-482986,231.4,,,,,,,,,,,,,
6628,-483101,,,-3.44,,,,,,,,,,,
6629,-483512,,,-3.39,,,,,,,,,,,
6630,-483717,231.2,,,,,,,,,,,,,
6631,-483920,,,-3.42,,,,,,,,,,,
6632,-484329,,,-3.22,,,,,,,,,,,
6633,-484448,233.0,,,,,,,,,,,,,
6634,-484729,,,-2.76,,,,,,,,,,,
6635,-485112,,,-2.75,,,,,,,,,,,
6636,-485179,232.9,,,,,,,,,,,,,
6637,-485494,,,-2.56,,,,,,,,,,,
6638,-485867,,,-2.4,,,,,,,,,,,
6639,-485898,231.3,,,,,,,,,,,,,
6640,-486235,,,-2.57,,,,,,,,,,,
6641,-486605,,,-1.36,,,,,,,,,,,
6642,-486615,237.1,,,,,,,,,,,,,
6643,-486939,,,-2.51,,,,,,,,,,,
6644,-487306,,,-2.39,,,,,,,,,,,
6645,-487352,242.0,,,,,,,,,,,,,
6646,-487670,,,-2.25,,,,,,,,,,,
6647,-487769,240.9,,,,,,,,,,,,,
6648,-488028,,,-2.31,,,,,,,,,,,
